customer_id,age,income,gender,region,signup_date,tenure_months,monthly_charges,contract_type,payment_method,country,churn
CUST00049,46.0,25356.18,,,2024-08-09,2.0,,One year,Electronic check,Canada,Yes
CUST00050,19.0,32639.43,Female,West,2023-11-10,38.0,79.36,Two year,Mailed check,Canada,No
CUST00051,46.0,42423.33,Male,North,2021-10-09,17.0,57.29,Month-to-month,Bank transfer,USA,No
CUST00052,37.0,75938.43,Male,East,2023-03-08,35.0,82.17,Two year,Mailed check,USA,No
CUST00053,,,Female,South,2023-10-22,34.0,63.17,Month-to-month,Bank transfer,USA,No
CUST00054,50.0,33524.46,Male,South,2021-04-29,23.0,38.32,Two year,,USA,Yes
CUST00055,55.0,,Male,Central,2023-11-25,30.0,64.08,One year,Mailed check,Canada,No
CUST00056,54.0,,Male,East,2021-07-17,52.0,39.62,Two year,Bank transfer,USA,No
CUST00057,31.0,35980.9,Male,North,2022-04-30,8.0,66.02,Month-to-month,Electronic check,Canada,No
CUST00058,38.0,31434.8,Male,South,2023-12-19,22.0,85.74,Month-to-month,Credit card,USA,Yes
CUST00059,46.0,42674.6,Female,West,2023-04-17,44.0,38.16,Month-to-month,Electronic check,Canada,No
CUST00060,55.0,24013.81,Male,,2024-03-30,58.0,74.11,Month-to-month,,USA,No
CUST00061,36.0,47083.28,Female,Northeast,2023-10-06,36.0,44.27,Month-to-month,Mailed check,Canada,No
CUST00062,40.0,78148.76,Male,East,2022-11-22,5.0,70.04,Month-to-month,Mailed check,USA,Yes
CUST00063,28.0,34393.4,Female,East,2024-05-14,13.0,86.51,Month-to-month,,Canada,No
CUST00064,26.0,44393.83,Female,West,2023-11-02,29.0,15.0,Month-to-month,Credit card,USA,No
CUST00065,53.0,51280.82,Male,Northeast,2022-05-05,31.0,37.14,Two year,,USA,No
CUST00066,60.0,29714.48,Female,South,2021-10-03,47.0,,Month-to-month,Mailed check,USA,No
CUST00067,41.0,40621.24,Male,West,2022-11-24,57.0,72.88,Month-to-month,Bank transfer,USA,No
CUST00068,55.0,36544.87,Non-binary,West,2021-08-30,55.0,60.84,Month-to-month,Electronic check,USA,Yes
CUST00069,47.0,38133.1,Male,South,2024-05-24,16.0,63.85,Month-to-month,Electronic check,USA,No
CUST00070,34.0,24673.75,Male,Northeast,2024-06-28,42.0,116.07,Two year,Mailed check,USA,No
CUST00071,47.0,,Male,Central,2021-05-06,30.0,34.69,Month-to-month,Electronic check,Canada,No
CUST00072,62.0,,Non-binary,West,2021-08-05,57.0,93.39,One year,Credit card,USA,No
CUST00073,42.0,75024.63,Female,Northeast,2024-08-22,55.0,56.25,Two year,Bank transfer,USA,No
CUST00074,62.0,58667.16,Female,Northeast,2024-04-23,16.0,78.74,Two year,Electronic check,USA,Yes
CUST00075,18.0,733273.8944142242,Male,Central,2023-11-29,12.0,118.22,One year,Bank transfer,USA,No
CUST00076,53.0,24743.7,Female,Northeast,2024-05-31,17.0,82.22,Two year,Credit card,Canada,No
CUST00077,43.0,56171.25,Male,West,2024-04-22,16.0,74.31,Two year,Electronic check,USA,No
CUST00078,38.0,39801.94,Female,West,2022-05-10,12.0,104.98,One year,Mailed check,USA,No
CUST00079,43.0,108542.98,Male,West,2022-03-03,8.0,93.12,One year,Bank transfer,USA,No
CUST00080,18.0,24242.22,Male,Central,2024-04-16,,45.02,One year,Credit card,USA,No
CUST00081,39.0,,,North,2023-07-08,3.0,72.36,Month-to-month,Bank transfer,USA,Yes
CUST00082,47.0,26911.36,Female,Southwest,2024-08-10,16.0,22.06,One year,Electronic check,USA,No
CUST00083,61.0,12557.23,Female,Northeast,2021-05-31,30.0,51.5,Month-to-month,Electronic check,USA,No
CUST00084,35.0,,Male,North,2022-01-19,45.0,72.85,Month-to-month,,USA,Yes
CUST00085,31.0,24845.54,Female,Northeast,2021-11-04,23.0,49.95,Month-to-month,Credit card,Canada,No
CUST00086,35.0,289803.4330214538,Male,,2024-09-21,28.0,71.83,Month-to-month,Credit card,USA,No
CUST00087,54.0,43082.75,Female,South,2023-01-16,51.0,64.67,Month-to-month,Mailed check,USA,No
CUST00088,46.0,92789.19,Male,Central,2023-06-11,40.0,78.41,Month-to-month,Mailed check,USA,No
CUST00089,35.0,58408.22,Male,North,2022-01-10,54.0,54.4,One year,,USA,No
CUST00090,49.0,27215.67,Female,Northeast,2023-10-29,5.0,41.5,Month-to-month,Bank transfer,USA,No
CUST00091,,23174.15,Male,Northeast,2024-09-26,20.0,101.95,Two year,Bank transfer,USA,No
CUST00092,55.0,46442.0,Male,East,2021-05-09,40.0,52.61,Month-to-month,Mailed check,USA,Yes
CUST00093,33.0,18767.53,Female,,2023-10-12,56.0,81.5,Month-to-month,Bank transfer,USA,No
CUST00094,38.0,90737.81,Non-binary,South,2022-10-31,44.0,100.88,One year,Credit card,USA,No
CUST00095,37.0,65494.41,Male,West,2024-10-07,1.0,69.07,One year,Electronic check,Canada,No
CUST00096,23.0,28721.81,Male,Pacific,2024-10-13,57.0,43.59,Month-to-month,Electronic check,USA,No
CUST00097,,15420.19,Female,West,2022-06-01,30.0,60.53,Two year,Bank transfer,USA,No
CUST00098,45.0,71463.08,Male,South,2021-03-27,21.0,90.44,Two year,Mailed check,USA,Yes
CUST00099,,34294.15,Male,West,2024-04-13,20.0,70.16,Month-to-month,Mailed check,Canada,Yes
CUST00100,39.0,67434.24,Male,East,2024-05-01,6.0,34.87,Month-to-month,Mailed check,USA,No
CUST00101,24.0,16363.13,Female,Central,2021-11-07,22.0,79.92,Two year,Mailed check,USA,Yes
CUST00102,37.0,26911.59,Female,North,2024-02-17,18.0,84.24,One year,Mailed check,USA,No
CUST00103,38.0,36410.84,Male,Central,2024-05-26,8.0,56.12,Month-to-month,Bank transfer,USA,No
CUST00104,32.0,37178.66,Male,East,2022-03-03,39.0,80.26,Two year,Electronic check,USA,No
CUST00105,40.0,,Male,Pacific,2021-04-24,32.0,71.13,Month-to-month,Electronic check,USA,Yes
CUST00106,47.0,49584.07,Female,South,2024-03-14,33.0,60.06,Month-to-month,Bank transfer,USA,No
CUST00107,67.0,21294.2,Male,West,2021-10-30,53.0,32.66,Month-to-month,Mailed check,USA,No
CUST00108,44.0,33820.09,Male,Southwest,2023-01-14,16.0,91.95,One year,Bank transfer,Canada,Yes
CUST00109,45.0,38566.83,Female,North,2022-08-11,12.0,83.98,One year,Electronic check,Canada,No
CUST00110,41.0,46967.89,Male,Southwest,2023-09-14,38.0,79.6,One year,Credit card,USA,No
CUST00111,18.0,51834.3,Female,West,2021-12-11,52.0,103.61,Month-to-month,Bank transfer,USA,No
CUST00112,42.0,20695.65,Male,North,2023-03-25,34.0,88.63,Month-to-month,Mailed check,USA,No
CUST00113,43.0,16864.11,Male,South,2023-03-12,14.0,82.16,Month-to-month,,USA,No
CUST00114,74.0,68791.7,Male,Central,2023-10-22,36.0,15.0,One year,Electronic check,USA,No
CUST00115,,42879.84,Female,North,2024-03-16,33.0,94.92,Month-to-month,Electronic check,USA,No
CUST00116,46.0,24978.15,Female,West,2024-08-03,23.0,67.08,Month-to-month,Electronic check,USA,Yes
CUST00117,42.0,78871.56,Female,South,2023-12-13,50.0,72.81,Two year,Mailed check,USA,No
CUST00118,27.0,38477.82,Male,West,2024-08-20,45.0,72.98,Month-to-month,Credit card,USA,No
CUST00119,57.0,65489.73,Female,North,2023-12-29,2.0,84.35,Two year,Electronic check,USA,No
CUST00120,52.0,37562.42,Male,Northeast,2021-12-27,41.0,93.05,Month-to-month,Bank transfer,USA,No
CUST00121,,101760.16,Male,Pacific,2024-05-28,21.0,80.86,One year,Credit card,USA,No
CUST00122,30.0,87349.31,Female,Pacific,2023-10-07,2.0,76.88,Month-to-month,Electronic check,USA,No
CUST00123,60.0,,Male,Central,2022-12-05,27.0,70.79,Two year,Credit card,USA,No
CUST00124,24.0,59029.08,Male,North,2022-07-29,57.0,15.0,Month-to-month,Bank transfer,USA,No
CUST00125,50.0,,Male,Central,2024-03-30,9.0,57.81,Month-to-month,Electronic check,USA,No
CUST00126,70.0,71992.4,Male,North,2024-01-18,1.0,41.46,Month-to-month,Bank transfer,USA,No
CUST00127,29.0,22416.18,Male,North,2022-11-19,11.0,95.27,Month-to-month,Mailed check,USA,No
CUST00128,35.0,51175.99,Female,South,2023-02-20,3.0,80.48,Month-to-month,Electronic check,USA,No
CUST00129,43.0,61649.0,Male,East,2022-08-08,52.0,53.55,Two year,Electronic check,USA,No
CUST00130,35.0,15072.55,Female,Central,2022-08-12,23.0,56.06,Month-to-month,Electronic check,Canada,No
CUST00131,22.0,20097.9,Female,West,2024-03-28,26.0,55.15,One year,Electronic check,USA,No
CUST00132,43.0,,Male,,2022-05-04,4.0,54.7,One year,Mailed check,USA,Yes
CUST00133,28.0,31738.84,Male,South,2023-08-29,18.0,28.89,One year,Electronic check,Canada,No
CUST00134,48.0,51988.15,Male,Pacific,2024-09-09,55.0,23.47,Month-to-month,Credit card,USA,No
CUST00135,30.0,76970.58,Female,East,2024-01-31,6.0,65.73,Month-to-month,Electronic check,USA,Yes
CUST00136,62.0,,Male,East,2022-05-09,35.0,91.88,One year,Mailed check,USA,No
CUST00137,32.0,81986.33,Female,North,2021-01-19,22.0,51.56,Two year,,USA,No
CUST00138,38.0,18214.06,Male,Central,2022-02-01,43.0,72.59,Month-to-month,Credit card,USA,No
CUST00139,53.0,15495.56,Female,West,2023-09-28,15.0,83.36,Month-to-month,Mailed check,USA,No
CUST00140,26.0,35320.76,Male,South,2024-07-26,22.0,40.17,Month-to-month,,Canada,Yes
CUST00141,45.0,44003.86,Male,North,2023-05-01,37.0,64.5,Two year,Credit card,USA,No
CUST00142,59.0,35726.67,Non-binary,West,2024-10-20,52.0,48.34,Month-to-month,Credit card,USA,Yes
CUST00143,21.0,12916.73,Female,West,2024-09-16,42.0,105.15,Month-to-month,,USA,No
CUST00144,44.0,34732.81,Male,South,2024-09-29,12.0,104.06,Two year,Credit card,USA,No
CUST00145,45.0,18916.03,Female,Pacific,2023-04-02,47.0,,Month-to-month,Credit card,USA,No
CUST00146,52.0,50758.6,Female,North,2022-03-31,49.0,74.65,Month-to-month,Mailed check,USA,No
CUST00147,26.0,43621.23,Female,East,2022-12-26,42.0,91.69,One year,Mailed check,USA,No
CUST00148,25.0,22698.64,,Southwest,2023-12-25,38.0,86.21,Two year,Electronic check,USA,Yes
CUST00149,49.0,28087.12,Male,East,2024-01-05,18.0,67.04,Month-to-month,Electronic check,Canada,No
CUST00150,46.0,21383.89,Male,West,2022-12-12,45.0,97.66,Month-to-month,Bank transfer,USA,No
CUST00151,45.0,35195.04,Male,South,2021-05-23,35.0,42.39,Month-to-month,Electronic check,Canada,No
CUST00152,47.0,58546.18,Female,South,2023-07-06,30.0,57.42,Month-to-month,Electronic check,USA,No
CUST00153,33.0,22184.23,Female,Pacific,2023-04-08,24.0,43.06,One year,Credit card,USA,No
CUST00154,45.0,46724.47,Male,East,2022-08-28,42.0,84.56,Month-to-month,Credit card,USA,No
CUST00155,46.0,27857.88,Male,Southwest,2021-11-01,30.0,50.43,Month-to-month,Electronic check,USA,No
CUST00156,33.0,24429.91,Female,South,2023-01-06,14.0,60.72,Month-to-month,Bank transfer,USA,No
CUST00157,66.0,34423.16,Non-binary,South,2021-10-18,6.0,80.44,One year,Credit card,USA,No
CUST00158,48.0,21641.73,Female,North,2021-04-12,3.0,82.46,Month-to-month,Electronic check,USA,Yes
CUST00159,27.0,27533.96,Male,West,2024-07-14,16.0,42.32,Two year,Electronic check,USA,Yes
CUST00160,,19951.53,Male,South,2023-05-17,7.0,91.42,Month-to-month,Mailed check,USA,No
CUST00161,29.0,96989.94,Male,Northeast,2023-08-26,52.0,76.39,Two year,Bank transfer,USA,No
CUST00162,52.0,36961.49,Female,East,2023-09-01,14.0,37.96,Two year,Mailed check,USA,Yes
CUST00163,57.0,25594.61,Male,Pacific,2023-04-22,9.0,31.81,Month-to-month,Bank transfer,Canada,No
CUST00164,31.0,40416.36,,North,2023-08-20,15.0,64.6,Month-to-month,Credit card,USA,Yes
CUST00165,55.0,34332.1,Male,Northeast,2023-07-31,21.0,86.25,Month-to-month,Bank transfer,USA,No
CUST00166,47.0,32516.9,Female,Central,2023-10-24,35.0,86.89,Month-to-month,Electronic check,USA,No
CUST00167,53.0,49369.27,Female,Central,2021-03-26,2.0,73.9,Month-to-month,Electronic check,Canada,No
CUST00168,67.0,53037.47,Female,,2021-11-24,27.0,66.22,Month-to-month,Bank transfer,USA,Yes
CUST00169,39.0,27854.49,Male,Central,2023-03-27,2.0,77.79,Month-to-month,Bank transfer,USA,No
CUST00170,32.0,27230.44,Male,West,2022-03-30,35.0,43.62,Two year,Bank transfer,USA,No
CUST00171,30.0,,Male,North,2022-09-21,18.0,107.17,Month-to-month,Mailed check,USA,No
CUST00172,31.0,11487.78,Female,North,2024-05-29,14.0,106.85,Two year,Bank transfer,USA,No
CUST00173,41.0,17024.43,Female,Southwest,2024-03-23,20.0,75.72,Month-to-month,Credit card,USA,No
CUST00174,46.0,71929.17,Female,West,2022-10-27,18.0,69.93,Two year,Mailed check,USA,No
CUST00175,46.0,82659.4,Female,Central,2021-01-12,10.0,54.71,One year,Mailed check,USA,Yes
CUST00176,53.0,32063.77,Female,East,2024-03-02,25.0,78.22,Month-to-month,Bank transfer,USA,No
CUST00177,42.0,48449.56,Male,North,2021-10-31,2.0,47.72,One year,Credit card,USA,No
CUST00178,61.0,42430.6,Female,North,2024-08-09,25.0,15.0,Month-to-month,Mailed check,Canada,No
CUST00179,39.0,169302.17,Male,West,2023-09-02,54.0,15.0,Month-to-month,Electronic check,USA,No
CUST00180,77.0,,Male,East,2024-08-16,33.0,45.01,Two year,Mailed check,USA,No
CUST00181,50.0,34065.53,Female,South,2023-02-22,36.0,68.91,Month-to-month,Bank transfer,USA,No
CUST00182,31.0,22521.59,Male,East,2021-02-12,31.0,73.3,Month-to-month,,USA,No
CUST00183,28.0,16265.1,Male,North,2023-08-02,14.0,52.83,One year,Bank transfer,USA,Yes
CUST00184,48.0,40204.4,Female,,2021-12-09,1.0,68.55,Two year,Electronic check,USA,Yes
CUST00185,39.0,24880.13,Male,South,2024-09-11,46.0,58.14,One year,,Canada,No
CUST00186,,17834.2,Female,Central,2022-05-13,,40.02,Month-to-month,Electronic check,USA,Yes
CUST00187,,26283.94,Male,South,2021-12-30,54.0,63.66,One year,,USA,No
CUST00188,,21146.42,Male,East,2023-06-10,46.0,,Month-to-month,Mailed check,USA,No
CUST00189,31.0,84420.95,Male,North,2022-03-03,52.0,41.15,One year,Bank transfer,USA,No
CUST00190,22.0,56433.59,Male,North,2023-10-02,3.0,41.16,Two year,Credit card,Canada,No
CUST00191,36.0,36171.03,Female,,2021-01-21,35.0,38.27,One year,Mailed check,USA,No
CUST00192,53.0,76112.83,,East,2022-02-11,41.0,16.59,Two year,Electronic check,Canada,Yes
CUST00193,,37747.86,Female,West,2022-09-11,6.0,52.99,Month-to-month,Bank transfer,USA,No
CUST00194,26.0,23608.4,Female,South,2023-10-12,25.0,82.85,One year,Electronic check,USA,Yes
CUST00195,44.0,77773.97,Female,West,2021-12-02,13.0,69.35,Two year,Electronic check,Canada,No
CUST00196,47.0,,Female,Northeast,2024-02-15,53.0,60.77,Month-to-month,Credit card,USA,No
CUST00197,,21620.06,Female,Central,2024-02-22,34.0,68.23,Two year,,USA,Yes
CUST00198,44.0,33018.74,Male,North,2022-02-03,8.0,52.78,Month-to-month,Credit card,USA,No
CUST00199,43.0,23439.8,Male,East,2023-03-04,21.0,16.3,One year,Credit card,Canada,No
CUST00200,27.0,18189.51,Male,North,2022-12-16,34.0,84.59,Two year,Credit card,USA,No
CUST00201,47.0,57704.4,Female,South,2021-02-20,4.0,91.78,One year,Electronic check,USA,No
CUST00202,49.0,94344.51,Male,Pacific,2021-11-20,25.0,46.8,Month-to-month,Credit card,USA,No
CUST00203,56.0,18046.67,Female,North,2023-02-28,15.0,61.23,One year,Credit card,Canada,No
CUST00204,56.0,48121.51,Female,East,2021-05-21,4.0,59.08,Month-to-month,Mailed check,USA,No
CUST00205,24.0,26230.52,Male,West,2022-04-15,45.0,73.78,Two year,Mailed check,USA,Yes
CUST00206,,28465.19,Female,Central,2023-02-26,12.0,107.25,Month-to-month,Credit card,USA,No
CUST00207,49.0,27005.69,Male,West,2024-09-19,32.0,93.99,Month-to-month,,USA,No
CUST00208,49.0,23576.47,Male,North,2023-08-22,32.0,55.58,One year,Mailed check,Canada,No
CUST00209,49.0,37207.32,Female,South,2023-10-05,28.0,78.56,Month-to-month,Credit card,Canada,Yes
CUST00210,,23969.2,Female,East,2022-01-08,13.0,96.36,One year,Electronic check,USA,No
CUST00211,49.0,41573.92,Female,North,2022-05-09,31.0,75.21,One year,Credit card,Canada,No
CUST00212,57.0,35414.65,Male,South,2023-01-21,14.0,64.88,Two year,Mailed check,USA,No
CUST00213,54.0,,Male,North,2024-03-25,20.0,76.15,One year,Electronic check,USA,No
CUST00214,50.0,23068.38,Female,North,2021-10-18,18.0,47.42,Month-to-month,Bank transfer,USA,Yes
CUST00215,38.0,27217.47,Female,South,2024-03-13,29.0,51.07,Month-to-month,Electronic check,USA,No
CUST00216,52.0,52981.37,Female,North,2021-04-16,6.0,38.4,Month-to-month,Mailed check,USA,No
CUST00217,32.0,,Male,West,2022-11-01,32.0,72.68,Month-to-month,,USA,No
CUST00218,39.0,22275.05,Female,West,2021-01-02,29.0,61.71,Month-to-month,Credit card,USA,No
CUST00219,36.0,38164.7,Male,Northeast,2022-08-12,43.0,44.42,One year,Bank transfer,USA,Yes
CUST00220,43.0,52875.4,Male,South,2022-10-06,2.0,60.9,One year,Bank transfer,Canada,Yes
CUST00221,72.0,15761.06,Female,North,2021-03-31,23.0,76.75,Month-to-month,Bank transfer,USA,No
CUST00222,18.0,47652.01,Male,North,2024-09-30,19.0,112.87,Two year,Mailed check,USA,Yes
CUST00223,51.0,26073.85,Non-binary,West,2021-12-16,31.0,90.3,Two year,Mailed check,USA,No
CUST00224,21.0,48305.43,Male,Central,2024-07-10,51.0,15.0,Two year,Bank transfer,USA,No
CUST00225,36.0,24794.33,Male,North,2024-10-06,5.0,70.98,One year,Electronic check,Canada,No
CUST00226,56.0,14728.78,Female,Southwest,2024-02-06,19.0,100.73,Month-to-month,Bank transfer,USA,No
CUST00227,43.0,16094.43,Female,North,2023-11-29,34.0,31.55,Month-to-month,Electronic check,USA,No
CUST00228,28.0,37199.2,Female,East,2023-06-28,10.0,78.79,Month-to-month,,USA,Yes
CUST00229,33.0,41351.39,Female,Central,2021-06-08,25.0,59.08,Month-to-month,Mailed check,Canada,No
CUST00230,51.0,23105.86,Female,Northeast,2023-08-17,2.0,93.76,Two year,Electronic check,USA,Yes
CUST00231,33.0,49975.9,Female,Central,2021-11-08,11.0,75.11,Two year,Bank transfer,USA,No
CUST00232,45.0,,Female,Northeast,2024-06-18,50.0,42.9,Month-to-month,Mailed check,USA,Yes
CUST00233,43.0,35135.25,Male,South,2022-03-21,,59.98,Month-to-month,Credit card,USA,No
CUST00234,34.0,19820.89,Female,Northeast,2021-10-25,56.0,61.46,Two year,Credit card,USA,No
CUST00235,70.0,26214.87,Male,North,2023-08-10,15.0,61.92,Month-to-month,Mailed check,USA,No
CUST00236,,37186.44,Non-binary,Southwest,2021-02-05,9.0,92.98,Month-to-month,,USA,No
CUST00237,18.0,23618.68,Non-binary,East,2024-01-13,23.0,43.93,Two year,Credit card,USA,No
CUST00238,44.0,29963.11,Male,Northeast,2024-04-10,19.0,90.08,Month-to-month,Credit card,USA,No
CUST00239,33.0,60062.83,Female,East,2024-10-31,9.0,57.44,Month-to-month,Electronic check,USA,No
CUST00240,53.0,27215.83,Female,West,2024-10-17,35.0,70.59,Month-to-month,Electronic check,USA,No
CUST00241,32.0,55151.88,,East,2022-07-13,21.0,66.81,Two year,Bank transfer,USA,No
CUST00242,41.0,20643.31,Female,Central,2023-06-10,9.0,64.45,One year,Mailed check,USA,No
CUST00243,49.0,47330.12,Female,North,2021-05-21,28.0,64.66,Month-to-month,Bank transfer,USA,No
CUST00244,53.0,74666.31,Male,North,2023-06-06,46.0,101.43,Month-to-month,Mailed check,USA,No
CUST00245,26.0,10553.13,Female,South,2024-02-16,51.0,86.06,Month-to-month,,USA,Yes
CUST00246,38.0,24380.83,Male,North,2024-07-24,7.0,55.93,One year,Electronic check,USA,No
CUST00247,36.0,48462.04,Female,Northeast,2022-12-27,16.0,104.57,One year,Bank transfer,USA,Yes
CUST00248,34.0,32809.63,Non-binary,South,2024-05-28,16.0,71.87,Month-to-month,Bank transfer,USA,No
CUST00249,65.0,43720.52,Non-binary,Pacific,2023-11-16,33.0,73.94,Two year,,Canada,Yes
CUST00250,47.0,,Female,South,2022-06-05,,44.07,Month-to-month,Mailed check,Canada,Yes
CUST00251,26.0,37922.31,Female,North,2021-01-10,4.0,52.56,Month-to-month,Bank transfer,USA,No
CUST00252,54.0,33595.97,Female,Central,2023-09-11,39.0,47.79,Month-to-month,Mailed check,USA,No
CUST00253,70.0,,Male,West,2022-01-13,,67.15,Month-to-month,Bank transfer,USA,No
CUST00254,55.0,,Female,East,2022-11-13,17.0,80.97,Month-to-month,Bank transfer,USA,No
CUST00255,22.0,42993.38,Male,West,2022-08-07,37.0,74.18,Month-to-month,Bank transfer,Canada,No
CUST00256,36.0,29556.58,Female,Central,2021-06-01,39.0,104.7,Month-to-month,Credit card,USA,No
CUST00257,58.0,28458.35,Male,South,2022-12-21,52.0,42.81,One year,Mailed check,USA,No
CUST00258,33.0,,Male,Pacific,2023-12-09,29.0,67.87,Month-to-month,Electronic check,USA,No
CUST00259,48.0,44232.99,Male,Pacific,2024-03-23,52.0,32.93,One year,Electronic check,Canada,No
CUST00260,52.0,,Female,,2023-05-09,36.0,41.95,Two year,Mailed check,USA,No
CUST00261,30.0,41977.43,Male,North,2024-08-09,38.0,96.61,Month-to-month,Bank transfer,USA,Yes
CUST00262,41.0,,Female,West,2021-02-19,39.0,53.42,Month-to-month,Electronic check,USA,No
CUST00263,18.0,56137.67,Male,,2022-10-26,50.0,44.92,Month-to-month,Electronic check,USA,No
CUST00264,29.0,30852.97,Male,North,2022-06-15,37.0,,Month-to-month,Mailed check,USA,No
CUST00265,39.0,66211.34,Female,South,2023-12-20,52.0,44.67,Month-to-month,Electronic check,USA,Yes
CUST00266,26.0,29612.81,,East,2024-04-05,35.0,59.87,One year,Bank transfer,Canada,Yes
CUST00267,63.0,,,Northeast,2024-05-10,7.0,31.06,One year,Mailed check,USA,Yes
CUST00268,23.0,21937.59,Female,Central,2023-05-07,27.0,58.43,Month-to-month,Bank transfer,USA,Yes
CUST00269,36.0,14251.31,Female,Central,2021-05-26,28.0,96.77,Two year,Electronic check,Canada,No
