customer_id,age,income,gender,region,signup_date,tenure_months,monthly_charges,contract_type,payment_method,country,churn
CUST00144,54.32995504261373,3552.8293159546993,Female,South,2023-02-20,6.077939551599996,94.53735117612783,Month-to-month,Credit card,USA,No
CUST00285,49.91165803602259,7870.189670982989,Male,North,2022-03-03,28.39020562046091,120.66597308907822,One year,Credit card,Canada,No
CUST00032,53.55014174451151,29286.255645077334,Male,Northeast,2024-05-29,36.76241839241821,86.77314362870644,Two year,Mailed check,USA,No
CUST00239,81.72486384943305,8362.954735361796,Female,North,2023-05-12,17.276426807690676,62.1188124131474,One year,Credit card,Canada,No
CUST00128,68.55264516381705,8618.91115147969,Female,South,2021-02-19,27.93547393640828,103.69547055324159,Month-to-month,Mailed check,USA,No
CUST00199,68.34730113303488,9643.374723415654,Female,North,2021-08-30,55.37978358371383,105.75599498883292,Month-to-month,Bank transfer,USA,No
CUST00047,63.33419697624426,13019.671317524902,Male,West,2021-06-14,20.839577685449807,117.9305487473716,Month-to-month,Electronic check,USA,Yes
CUST00024,45.814492207746675,13650.435272714345,Male,East,2022-12-05,26.806992576782505,89.94595083311981,Month-to-month,Electronic check,USA,No
CUST00097,27.106329163823403,20465.945379585683,Female,Pacific,2023-09-14,6.662925293054667,86.19211054954684,One year,Credit card,USA,No
CUST00003,69.48775907445498,10795.928532614023,Female,Southwest,2024-04-05,42.82507359307263,103.3007090702409,One year,Bank transfer,USA,No
CUST00149,49.54765365231135,20069.911601435342,Male,Central,2022-11-04,36.73210120742677,129.96009012851533,Month-to-month,Credit card,Canada,No
CUST00112,49.36212086852122,10309.44764755392,Male,Northeast,2023-05-07,-6.068203364428946,35.31765648700069,One year,Mailed check,USA,No
CUST00208,60.526951853708624,25557.94314028843,Female,North,2023-07-08,27.147065494255983,88.07982866697706,Month-to-month,Mailed check,USA,No
CUST00233,58.540394106788526,15518.097847400019,Male,Missing,2023-06-05,43.588250639439565,99.48113548117196,Month-to-month,Credit card,USA,No
CUST00079,46.36457367144384,2524.656918388944,Male,West,2021-06-05,7.0725077404202175,64.79728301183884,Month-to-month,Credit card,USA,No
CUST00180,53.96153053752568,18713.59248703376,Male,Northeast,2022-01-10,37.4316080181719,88.69803198425757,Two year,Mailed check,USA,Yes
CUST00294,35.12743784009331,24190.180955805285,Male,North,2024-08-09,27.43258825334203,113.68167225118287,One year,Electronic check,USA,Yes
CUST00011,52.983664652232164,20561.935955080695,Female,North,2021-02-05,21.907843693188394,94.58586379223726,One year,Credit card,USA,No
CUST00092,28.854526606244097,19543.48901036576,Missing,East,2022-10-27,22.19721213875023,95.82102592383804,Month-to-month,Bank transfer,USA,No
CUST00223,41.80582584388129,22595.052483368083,Female,Northeast,2023-04-02,22.801846136736017,93.22625736993925,One year,Missing,USA,Yes
CUST00131,53.436135964371815,64657.097936015976,Female,South,2021-05-21,5.072961853295233,101.71374002547671,One year,Mailed check,Canada,Yes
CUST00217,50.25433136008862,16769.864719181118,Male,Northeast,2024-05-28,23.987337589342488,102.25081059828521,Month-to-month,Mailed check,Canada,No
CUST00263,76.00139272450613,31860.407820783646,Female,South,2023-07-08,54.15733950874305,69.05841541078586,Month-to-month,Mailed check,USA,No
CUST00274,82.09036505365063,11569.853947907595,Female,Pacific,2024-10-29,-11.206065677141034,68.35800146381321,One year,Mailed check,USA,Yes
CUST00172,83.93058042748258,36192.41190101742,Male,South,2022-10-12,33.80848231348692,114.0353632142121,Two year,Credit card,USA,No
CUST00040,79.25261986925855,18154.879125555588,Female,Pacific,2022-02-01,18.19516619625178,97.36176844523222,Month-to-month,Mailed check,USA,No
CUST00164,52.09131570998291,14938.556280012996,Female,South,2022-11-18,24.466479946685133,119.94917950799245,Month-to-month,Bank transfer,Canada,No
CUST00105,51.012991089999275,7431.192393079662,Female,South,2024-06-06,43.36968946503245,92.90445249936889,Two year,Credit card,USA,No
CUST00108,48.381132639350426,37131.98235297988,Male,South,2024-03-14,7.608656345957602,71.58552067646623,Month-to-month,Bank transfer,USA,No
CUST00080,52.70241860341551,10122.804358611029,Male,North,2021-01-12,29.282518878801245,102.10617398944011,One year,Electronic check,USA,Yes
CUST00238,44.09618199881935,22912.823318977724,Non-binary,South,2022-09-11,9.854504839685779,102.83927164366423,Month-to-month,Mailed check,USA,No
CUST00112,51.59362281570813,9470.56506411393,Missing,Central,2022-08-28,-0.7994856825998866,112.47459782149582,One year,Electronic check,USA,No
CUST00049,33.88134619089292,24445.00192299636,Male,West,2021-11-09,27.696111619268052,80.24826772184312,Month-to-month,Mailed check,Canada,No
CUST00076,35.01168628230073,2224.82986619676,Male,North,2024-05-28,-4.025507627734914,103.39992708042062,One year,Bank transfer,USA,Yes
CUST00201,41.183022708910464,40821.999507232955,Male,East,2024-02-06,42.90829320590645,123.70770482093232,Month-to-month,Bank transfer,USA,No
CUST00223,44.89939111310633,50570.165380819046,Male,Northeast,2023-06-10,2.241229986024843,78.69908242029558,Two year,Credit card,USA,Yes
CUST00287,40.42029417971424,34717.684043271336,Female,West,2023-01-06,17.919699559327903,61.47004510514514,Month-to-month,Electronic check,USA,Yes
CUST00200,28.016716691560884,12126.662812926977,Female,Northeast,2024-03-23,22.607784562997704,80.22734970401915,Month-to-month,Electronic check,USA,No
CUST00021,64.59627209591224,28520.334413602322,Female,North,2023-06-10,33.3108415513059,79.91227266738424,Month-to-month,Missing,Canada,No
CUST00103,77.20265875616391,16136.769238569108,Female,East,2022-03-03,-5.928450612360287,112.80935118066805,Month-to-month,Credit card,USA,No
CUST00014,69.59097016420945,21464.1624861373,Female,East,2024-03-16,-8.977298005512235,122.57483344442679,Month-to-month,Credit card,USA,No
CUST00039,53.2382514254526,39502.434628767944,Female,Missing,2022-12-21,11.331559640193792,80.59299886099423,Month-to-month,Credit card,Canada,No
CUST00105,37.06204413852438,12382.422848441158,Female,Central,2024-04-01,21.477130542157624,109.23772920384462,Month-to-month,Bank transfer,USA,No
CUST00218,36.81801808172651,39537.88082055529,Male,West,2024-08-19,32.777741875869374,105.63541274723212,Two year,Credit card,USA,No
CUST00213,46.11686376775784,43820.33799593535,Female,Central,2024-10-22,-1.4869033168023087,30.49270350625236,Month-to-month,Credit card,USA,No
CUST00098,40.94106622089815,30740.400472175876,Male,North,2023-09-01,18.70883863716427,98.190813402218,Month-to-month,Electronic check,USA,No
CUST00262,50.007824716620306,23760.16583902933,Female,Southwest,2024-04-05,19.489416517268367,112.22138869434477,Two year,Electronic check,USA,No
CUST00170,64.14096502877176,14595.746917430406,Female,North,2024-09-29,21.34778531723156,80.48289458631446,Month-to-month,Credit card,USA,Yes
CUST00047,55.192426235486835,13424.832180780526,Female,East,2024-02-15,5.812316286311935,94.75769573215509,Two year,Bank transfer,USA,No
CUST00233,62.500828801881745,19067.8288283691,Male,West,2024-02-17,-11.112245385540682,103.89022990859928,One year,Credit card,USA,No
CUST00244,63.35732642225386,-5106.941169289603,Missing,North,2023-02-20,34.389989506972846,85.76035683709922,Month-to-month,Credit card,USA,No
CUST00070,82.13707060710844,9593.873631374605,Male,West,2024-01-13,-5.699352599634963,104.28120950957256,Two year,Bank transfer,USA,No
CUST00124,33.28342432265259,12567.90103366808,Non-binary,North,2022-08-12,11.20519882988285,82.7750093150575,One year,Credit card,Canada,Yes
CUST00031,88.26991442705065,33386.09824524655,Male,East,2024-04-05,19.728462512887567,84.82387408332167,Month-to-month,Mailed check,USA,No
CUST00055,32.261842335893185,2582.3585481231457,Female,West,2022-05-19,34.60899293366901,101.01152070205545,One year,Missing,Canada,Yes
CUST00140,58.129144750049925,31992.337776620174,Non-binary,West,2021-12-16,5.79326871327352,113.12113588149467,Month-to-month,Electronic check,USA,No
CUST00242,44.94338230006296,97911.58669642877,Male,Northeast,2024-07-04,-1.273846998400792,77.04679450561582,One year,Mailed check,Canada,No
CUST00077,41.16620825157916,27833.714647825363,Female,Pacific,2022-08-08,22.030778307905827,65.5379984157898,Month-to-month,Credit card,USA,No
CUST00282,59.84987816004515,19500.361721006175,Male,North,2024-01-06,38.179173634574745,110.88655577327057,Month-to-month,Mailed check,Canada,No
CUST00274,45.95111080077966,24430.662843949,Non-binary,North,2024-04-05,8.462991981124746,99.99531912015682,One year,Mailed check,USA,Yes
CUST00284,73.85986553200266,40302.21374823844,Missing,Northeast,2021-03-27,4.4934803811862185,97.17687571678789,Month-to-month,Electronic check,USA,Yes
CUST00038,61.231279087323756,14013.66558210145,Male,East,2021-07-17,22.568436106601737,95.71817192861324,One year,Electronic check,USA,Yes
CUST00181,62.66184698815365,6945.782675632261,Male,Central,2022-09-11,35.432778971187076,109.24722877718145,Month-to-month,Electronic check,USA,No
CUST00291,41.96997466151298,21435.152494341266,Male,North,2021-05-09,9.137817452935764,111.44773394661783,Two year,Bank transfer,USA,No
CUST00155,78.18368372882307,18527.85333966231,Female,Central,2024-07-26,31.667326566748308,88.59598188741847,Month-to-month,Bank transfer,USA,Yes
CUST00108,73.87593107764009,17529.259287790825,Non-binary,North,2023-02-09,14.713739235536924,91.95796574095404,One year,Mailed check,USA,No
CUST00273,45.17575128964076,47212.39182700867,Male,North,2024-04-05,19.72212179269254,72.47711457537488,Month-to-month,Electronic check,USA,Yes
CUST00247,54.96003906729094,22730.340926450343,Female,Northeast,2023-08-10,44.258199816643554,106.65154619244092,Two year,Electronic check,USA,No
CUST00042,42.16346536548201,47382.03942097776,Male,Pacific,2024-08-20,16.3500797723757,66.08163460075089,Two year,Credit card,USA,No
CUST00013,59.50957545103788,17277.39918654762,Non-binary,South,2022-11-22,38.20642071706661,79.40451695579955,One year,Credit card,USA,No
CUST00283,47.79693290890936,45605.40009963669,Female,Northeast,2023-08-17,28.40470718382014,44.039581895415616,Month-to-month,Bank transfer,Canada,No
CUST00174,59.691694722612965,32340.4516396121,Missing,North,2022-04-04,32.12954437003821,98.34039761392779,Two year,Credit card,USA,No
CUST00109,64.72844083179262,491.22407235061837,Female,North,2022-10-26,4.478508213101268,73.73192490920215,Month-to-month,Missing,USA,No
CUST00293,30.675185389376885,40703.29806647882,Non-binary,North,2023-08-30,12.365016066785877,101.15264277648002,Month-to-month,Credit card,USA,No
CUST00091,51.281402625291406,27861.592456110662,Female,Northeast,2024-04-05,44.144543756261236,111.01652082341906,Month-to-month,Credit card,USA,Yes
CUST00227,51.057468040233054,33540.63145205863,Missing,West,2023-06-10,19.098132360409814,77.5937321263785,Month-to-month,Mailed check,USA,No
CUST00100,50.713763005660056,22528.098559418846,Male,Northeast,2022-03-03,28.80244642396859,118.8047732492862,Month-to-month,Credit card,USA,Yes
CUST00063,78.42101200175202,33000.67109216019,Male,West,2021-12-11,41.380469298211636,86.60800693100163,One year,Mailed check,USA,Yes
CUST00203,75.59383367897883,31851.84396450871,Female,Pacific,2024-05-31,-7.114919530773729,94.92192865077985,One year,Mailed check,USA,No
CUST00164,34.355439761904115,18790.242868039968,Female,Missing,2022-11-04,48.03221668347739,84.75966073619898,One year,Credit card,USA,No
CUST00068,62.80465616299811,13901.077550616425,Non-binary,East,2024-02-06,-6.9045602026545545,96.98372358682678,Month-to-month,Bank transfer,USA,No
CUST00244,75.6801169551386,1852.1232041877083,Female,Central,2021-11-01,12.663166894790823,116.8950732740823,Two year,Credit card,USA,No
CUST00264,83.84699440582084,16055.387271205065,Male,North,2022-09-21,17.383779368030165,120.14390097977736,Month-to-month,Mailed check,USA,Yes
CUST00038,81.3503107143454,24349.711200525304,Male,East,2022-09-11,11.963670440594495,72.64252628651047,Month-to-month,Mailed check,USA,No
CUST00157,71.98439507134181,17979.25523476857,Missing,North,2021-12-27,11.927606116612747,129.1836263908012,Month-to-month,Mailed check,USA,No
CUST00256,31.09563764809796,21719.610157872426,Male,South,2024-03-28,-8.94699648482943,95.34583185713953,Month-to-month,Electronic check,USA,Yes
CUST00115,64.62728073902184,13970.422309566522,Missing,South,2024-08-09,-1.586427731244818,88.34788939455309,Month-to-month,Missing,Canada,Yes
CUST00192,60.81060501200278,20587.599868607063,Missing,North,2024-03-29,22.274480414165588,82.71982738812696,Month-to-month,Bank transfer,USA,No
CUST00036,47.16499450395091,67716.0317837124,Non-binary,Missing,2024-04-05,36.42425113064126,34.27668161887172,Two year,Credit card,USA,Yes
CUST00099,25.73212128729572,22137.131293647013,Male,North,2023-11-16,29.598093930549254,78.44425789428222,Month-to-month,Mailed check,USA,No
CUST00143,35.53226353000455,33381.62140176496,Female,East,2024-07-23,-12.226437018460977,72.75303846550435,One year,Credit card,USA,Yes
CUST00226,87.08302454849685,15509.82886635288,Female,Central,2022-05-24,17.574441814816453,103.66854828721944,One year,Electronic check,Canada,No
CUST00264,47.46664655382196,67351.24945099362,Male,Northeast,2022-01-08,15.86922503843382,114.12512341225201,Month-to-month,Electronic check,Canada,No
CUST00195,41.29855604819892,15264.384651332552,Female,Northeast,2021-01-12,-7.149212625044523,99.73429352177826,Month-to-month,Electronic check,USA,No
CUST00287,47.27280390582473,4836.346581986523,Female,West,2022-05-09,10.534450891784457,102.19827940838478,Two year,Electronic check,USA,Yes
CUST00123,61.72218180450659,39895.788931969684,Male,North,2022-12-21,-6.976157856986692,110.88924607353995,Month-to-month,Electronic check,USA,No
CUST00268,45.473939478890436,27273.38806581739,Male,North,2024-09-16,-2.4594141248642885,110.7216869634617,Month-to-month,Electronic check,USA,No
CUST00119,42.164909679359056,13410.703321238485,Female,South,2023-09-14,16.782242717226012,123.02310692476962,Month-to-month,Bank transfer,USA,No
CUST00274,37.696585200334894,12404.700844041825,Male,West,2024-04-05,30.72089983272878,67.17487899722651,Month-to-month,Mailed check,USA,No
CUST00146,56.53837095694725,5628.0556448361385,Male,East,2023-07-06,11.95122849304137,110.42712985537315,Month-to-month,Electronic check,USA,No
CUST00112,58.268243136130074,20973.551018446153,Non-binary,North,2023-04-22,-7.328185291165951,93.58576884463112,One year,Missing,USA,No
CUST00001,85.6793200905999,13722.220950309205,Male,West,2023-12-29,12.060683944784778,131.22800842426196,Month-to-month,Electronic check,USA,No
CUST00054,51.75047719242204,14151.547171746115,Non-binary,West,2021-05-23,45.762458352103465,114.6902447217784,Month-to-month,Bank transfer,USA,No
CUST00047,48.23720336056175,17352.283460111077,Female,Southwest,2022-10-24,17.429632688032818,72.78613325518533,One year,Credit card,USA,No
CUST00255,52.7003578639343,12927.99847933024,Female,Northeast,2023-10-12,35.22878001984103,127.2419021713777,One year,Bank transfer,USA,Yes
CUST00014,71.66172611793854,9035.37246638769,Male,North,2022-05-10,15.564825062397915,112.8300427547987,Month-to-month,Mailed check,USA,No
CUST00210,43.694859696590825,32795.94871560288,Female,East,2022-05-09,-8.445164443361229,84.19520652138368,One year,Credit card,USA,No
CUST00128,87.19878182529754,16524.332290947368,Male,West,2023-09-02,1.522097320061036,62.521047470743184,One year,Credit card,USA,No
CUST00209,44.9539790333087,43600.374049291,Male,East,2022-01-08,-2.9720444552855962,115.55469270768138,Month-to-month,Electronic check,USA,Yes
CUST00082,47.15631944873654,16500.997266862305,Male,Pacific,2023-08-17,44.52216885008541,67.25653972100771,Month-to-month,Credit card,USA,No
CUST00062,49.0041476909507,59275.79249380381,Female,Missing,2023-08-27,-1.9701357416299796,64.98124785973309,Two year,Credit card,Canada,No
CUST00027,81.94053124840804,1326.748415668113,Female,Southwest,2024-05-14,40.277823396532106,99.61663517970678,One year,Mailed check,USA,No
CUST00121,75.39634419386844,6092.852948069223,Male,East,2021-11-20,31.181127202405673,71.85256443854429,Two year,Electronic check,USA,Yes
CUST00016,70.49101725613144,23481.63578365001,Male,Central,2024-05-26,59.113018720391125,110.5446722392014,One year,Electronic check,USA,No
CUST00085,48.28683437072361,26425.114140151018,Female,South,2021-10-30,-0.02205709259521882,126.60450321964689,Month-to-month,Bank transfer,USA,No
CUST00074,71.39559909933375,1082.8174071733738,Male,West,2022-08-12,-10.2866700340421,93.70018744125932,One year,Bank transfer,USA,No
CUST00215,53.06076888368102,20648.903566730107,Female,Northeast,2023-07-08,-8.211510400424661,106.81523689690306,One year,Mailed check,USA,No
CUST00173,52.678433961400856,16368.171489270186,Male,Northeast,2023-06-10,4.845557689357733,97.98275717815748,Month-to-month,Bank transfer,USA,No
CUST00194,44.6643034292071,26478.652237488455,Male,West,2022-05-13,44.762797029248084,97.77071554209833,Two year,Electronic check,USA,No
CUST00034,50.10286299831056,9279.851820108932,Male,Northeast,2024-09-26,48.48497476069875,121.53654458523488,Month-to-month,Missing,USA,Yes
CUST00014,44.01705954356319,7773.246188263267,Male,Missing,2021-11-07,33.604042921177005,109.70412704368198,Two year,Credit card,Canada,No
CUST00178,57.048517756905895,31779.983044113862,Missing,North,2023-05-12,5.206579776790711,108.25612787263273,One year,Electronic check,USA,No
CUST00043,64.53265781301926,14376.344971405666,Male,Central,2023-08-02,6.587229680353239,103.29059775267163,Two year,Mailed check,USA,No
CUST00125,63.048366444499685,7442.723134323489,Male,East,2023-11-02,26.97299171994112,59.331927286957985,One year,Bank transfer,USA,Yes
CUST00002,58.416280236014856,18153.62666029985,Female,South,2022-09-23,2.1409703641838895,43.91514873191035,Month-to-month,Electronic check,USA,Yes
CUST00074,60.958073353726945,22246.82552030531,Male,South,2021-01-21,41.12383135967031,52.420292348188624,One year,Credit card,USA,No
CUST00227,38.65855639188735,23112.069234314364,Male,North,2022-10-06,0.4660146270101251,96.30615552928536,Month-to-month,Credit card,USA,No
CUST00186,47.97991584455019,42642.95587926935,Non-binary,Missing,2023-01-21,1.1627073497464941,98.64342345317479,Month-to-month,Electronic check,USA,Yes
CUST00043,53.53963609032778,6691.668810413601,Female,Northeast,2023-08-10,15.685437517817967,116.64756125338407,Month-to-month,Missing,USA,Yes
CUST00081,92.86224060654416,31523.537323974982,Missing,Central,2023-01-16,11.359227486129264,68.78155132971524,Two year,Bank transfer,Canada,No
CUST00015,60.217466780661624,8560.98546333857,Non-binary,Southwest,2023-02-28,-9.244880687479299,101.77361858800431,Month-to-month,Bank transfer,USA,No
CUST00040,36.10397807447772,42502.586277629576,Female,Missing,2022-05-24,43.623459310318864,96.63611437285424,Month-to-month,Credit card,USA,Yes
CUST00100,51.3830372030386,4827.060020015138,Male,Northeast,2023-07-08,19.361686480486526,90.77299155039807,Month-to-month,Credit card,USA,No
CUST00071,64.0129496484944,28578.101586641194,Non-binary,West,2022-01-08,54.575250029699376,123.88562949969551,Two year,Credit card,USA,No
CUST00162,89.91102999584623,7516.815295518965,Male,East,2021-05-13,12.333963001343566,91.89798661982863,Month-to-month,Missing,USA,Yes
CUST00272,76.54641636025596,14028.603687889652,Female,East,2022-03-03,14.599121994177825,109.11385889969321,Month-to-month,Mailed check,USA,No
CUST00142,81.27315844166314,11462.797523092158,Female,Missing,2024-04-01,23.618266154452172,108.4629573048139,One year,Credit card,USA,No
CUST00120,67.68591650740218,68304.0390220883,Male,Southwest,2024-09-30,2.4481250455717607,97.57971301480345,Month-to-month,Mailed check,USA,No
CUST00084,62.87343627668501,13125.19887321079,Female,North,2021-12-16,4.672992336750983,127.95931118062967,Month-to-month,Bank transfer,USA,No
CUST00174,44.89268641647525,21855.591205030185,Male,North,2022-08-12,6.382457197169206,104.16073696313595,Month-to-month,Electronic check,USA,No
CUST00155,73.52651675611276,9580.042637714698,Female,East,2023-02-28,-1.718625073926905,121.41352049481199,Two year,Mailed check,USA,No
CUST00185,63.58014039802127,12250.663325267837,Male,Central,2024-02-17,3.567640608872985,95.31335483362619,Month-to-month,Credit card,USA,No
CUST00064,88.81931592398668,14046.652251562107,Female,Northeast,2022-11-18,3.9555065719498375,94.2415427230384,Two year,Electronic check,Canada,No
CUST00185,50.07608512684713,-2264.095964979555,Non-binary,Pacific,2022-01-19,23.5478401836461,88.41100301159818,Month-to-month,Bank transfer,USA,Yes
CUST00084,70.09285655480203,5428.358976704407,Female,East,2022-05-05,14.192052355033816,110.76938351247176,Month-to-month,Bank transfer,Canada,No
CUST00184,30.51197993891111,7364.745536753955,Male,Central,2021-10-03,27.434797486215036,112.93105649644909,Month-to-month,Bank transfer,USA,No
CUST00109,49.275417208567845,26878.316930485722,Male,West,2021-11-08,16.08809769095748,118.76219441201627,One year,Credit card,USA,No
CUST00185,42.22144755884726,34273.93632331059,Female,East,2022-05-28,-0.5048988241788788,125.80198489092527,Month-to-month,Missing,Canada,No
CUST00200,51.28000063247788,12543.759399318118,Female,Pacific,2023-03-08,43.34582833749348,105.53348477358472,Two year,Electronic check,USA,No
CUST00035,74.71358235157196,37626.012029367135,Missing,North,2021-03-31,36.74005149629742,120.62911333783846,Two year,Electronic check,USA,No
CUST00109,43.71756363267526,15814.73272628896,Female,North,2024-04-05,7.256758193899458,95.13697312119396,Month-to-month,Credit card,USA,Yes
CUST00091,37.72427278430313,28487.102900653226,Female,North,2021-12-27,1.468889824062492,110.68498291625811,Month-to-month,Bank transfer,Canada,No
CUST00159,39.926964891158576,7929.124939945861,Male,West,2023-10-22,2.353080342700437,50.34669730491189,Month-to-month,Bank transfer,USA,No
CUST00273,41.305420343447544,10204.64894068582,Male,Northeast,2023-08-20,8.142406725168527,108.36646754895875,Month-to-month,Electronic check,USA,No
CUST00150,60.62036195113089,17916.49416050248,Non-binary,West,2024-10-31,3.995792106757399,75.37059403769503,One year,Electronic check,USA,No
CUST00147,48.78628477104833,22235.117150553284,Missing,Northeast,2024-08-19,6.222875821654207,98.38486010097782,Month-to-month,Credit card,USA,Yes
CUST00009,80.17995830683213,36226.21635808931,Female,East,2021-08-05,19.96101984784044,113.60102918183364,Month-to-month,Electronic check,Canada,Yes
CUST00053,46.603388382702846,20262.27907445853,Female,Northeast,2021-05-23,8.611581768190415,115.42779581572691,Two year,Mailed check,USA,No
CUST00016,81.55233495073608,6156.264113207912,Female,Northeast,2024-04-05,14.68503076385285,71.28267212979064,Month-to-month,Bank transfer,USA,No
CUST00051,61.90514135693762,18811.27140852442,Male,South,2023-08-20,42.84536309497925,112.92665408815307,Two year,Credit card,Canada,No
CUST00081,62.52603539196272,29718.46365302438,Female,Northeast,2022-11-18,30.242046664119716,115.60930316560047,Two year,Bank transfer,Canada,Yes
CUST00059,35.10904257488354,4521.533976343493,Female,South,2024-08-16,45.89134628159637,101.07918989965697,Month-to-month,Electronic check,USA,Yes
CUST00108,62.027344461152445,73151.42447465236,Male,Northeast,2022-08-08,35.06003144643699,106.23694982053551,Two year,Bank transfer,USA,No
CUST00031,45.94765473229488,14660.304734416259,Female,West,2023-12-29,40.93984435580693,110.66150248472306,Month-to-month,Bank transfer,USA,No
CUST00284,53.59353505604119,8277.894542187496,Female,West,2023-10-31,14.976902172129002,93.27165870451935,Month-to-month,Electronic check,USA,No
CUST00197,41.13922720667126,26253.73928934148,Male,West,2024-07-26,12.464494765630427,98.18846209564099,One year,Electronic check,USA,No
CUST00046,61.673364087980616,-928.5813326555071,Female,Southwest,2022-06-01,14.769806350054246,42.018206444529866,Month-to-month,Bank transfer,USA,No
CUST00268,60.78863188398199,16900.683197045386,Female,Central,2024-03-29,42.85328158966021,94.69372856815207,Two year,Bank transfer,USA,No
CUST00075,66.63032230057028,24351.99791426648,Missing,East,2022-04-15,0.6075362201191936,125.90682307903703,One year,Mailed check,USA,Yes
CUST00078,42.61484868799853,14065.386170361602,Male,North,2023-06-10,-5.160547281891713,125.820882931543,Two year,Mailed check,USA,No
CUST00296,58.25477921620063,21006.101433008636,Male,Southwest,2023-01-06,-0.35858109777785074,79.97331355744876,Two year,Credit card,USA,No
CUST00298,68.84374657516352,17479.513049492794,Female,South,2024-10-16,-8.270602522024678,104.64169407501933,Month-to-month,Missing,Canada,No
CUST00263,47.465328180212865,9006.255417413548,Female,North,2022-07-29,-0.012604348660495646,103.58357084521398,Month-to-month,Credit card,USA,No
CUST00183,76.30915084336466,42241.01223113892,Male,South,2024-03-23,40.94477053524177,50.52549571744141,Two year,Electronic check,USA,No
CUST00035,28.846035738142774,32760.669783839825,Female,Northeast,2022-08-07,13.754749554411593,97.96409186374855,Two year,Mailed check,Canada,Yes
CUST00113,55.70781638458706,35214.5926508603,Female,Northeast,2021-11-30,10.487699675654667,100.01399956295865,Month-to-month,Bank transfer,USA,No
CUST00097,45.593785997918005,12867.264153158889,Male,North,2021-02-20,30.072643007548084,70.20894507673012,Two year,Bank transfer,Canada,No
CUST00274,44.09948609469309,16965.268691834448,Male,North,2022-03-03,2.442548602687747,91.6666539174633,Month-to-month,Mailed check,Canada,Yes
CUST00280,67.79149601001741,21144.348106057514,Female,Pacific,2021-04-29,-1.563615966364468,89.52209776220747,Month-to-month,Mailed check,Canada,No
CUST00262,23.158636850333394,17283.35650419035,Female,West,2024-08-09,-6.5984545515046555,103.79742334113668,Month-to-month,Credit card,USA,No
CUST00037,74.63571717030203,20340.712546006784,Female,North,2023-05-09,42.21254461444141,96.48855667817743,Month-to-month,Electronic check,USA,Yes
CUST00053,70.5663671754125,34979.864945053625,Non-binary,West,2024-07-23,37.24863329152103,92.29737333242005,Two year,Bank transfer,Canada,No
CUST00230,69.85989108161026,10684.872006239806,Male,South,2023-08-10,-2.6837853191905907,85.1777429733687,Month-to-month,Credit card,USA,No
CUST00206,56.11216008323129,23185.325789451104,Male,Central,2022-09-21,-1.6730988662677344,104.06704461870558,One year,Missing,USA,No
CUST00071,80.67331615190858,31361.821027048063,Female,Southwest,2023-02-22,3.557261131246541,86.11451596512629,Two year,Electronic check,USA,Yes
CUST00218,55.62251324020686,27490.74976234856,Non-binary,East,2021-03-27,7.184167614491223,85.3137630057304,Month-to-month,Missing,Canada,No
